"sku","short_description","description","meta_description"
"IL-CONFIG-093","<p>La Ideal Lux Sirio PT1 H30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 100 × H 300 × P 160 mm, base 100 × 50 mm, 1 luce con attacco GX53 e potenza GX53 max 1 × 9W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 0,4 kg. Le configurazioni disponibili comprendono Antracite, Bianco, Coffee, Grigio e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Sirio PT1 H30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sirio valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 100 × H 300 × P 160 mm, base 100 × 50 mm, 1 luce con attacco GX53 e potenza GX53 max 1 × 9W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 0,4 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Bianco, Coffee, Grigio e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sirio PT1 H30 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sirio PT1 H30 GX53: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-094","<p>La Ideal Lux Sirio PT1 H60 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta base 100 × 50 mm, protezione IP65 e classe 1. Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e dimensioni L 100 × H 600 × P 160 mm e L 100 × H 600 × P 150 mm, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p>","<p>La Ideal Lux Sirio PT1 H60 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sirio valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta base 100 × 50 mm, protezione IP65 e classe 1, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e dimensioni L 100 × H 600 × P 160 mm e L 100 × H 600 × P 150 mm, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione. Le differenze tra le configurazioni riguardano soprattutto dimensioni L 100 × H 600 × P 160 mm e L 100 × H 600 × P 150 mm, attacchi LED e GX53 e potenze LED 13W e GX53 max 1 × 9W, permettendo di selezionare il modello più adatto al progetto di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sirio PT1 H60 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sirio PT1 H60 LED GX53: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-095","<p>La Ideal Lux Sirio PT1 H80 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 100 × H 800 × P 160 mm, base 100 × 50 mm, protezione IP65 e classe 1. Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p>","<p>La Ideal Lux Sirio PT1 H80 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sirio valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 100 × H 800 × P 160 mm, base 100 × 50 mm, protezione IP65 e classe 1, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione. Le differenze tra le configurazioni riguardano soprattutto attacchi LED e GX53 e potenze LED 13W e GX53 max 1 × 9W, permettendo di selezionare il modello più adatto al progetto di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sirio PT1 H80 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sirio PT1 H80 LED GX53: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-096","<p>La Ideal Lux Sole PT1 D20 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 200 × H 200 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 1,2 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Sole PT1 D20 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sole valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 200 × H 200 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 1,2 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sole PT1 D20 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sole PT1 D20 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-097","<p>La Ideal Lux Sole PT1 D30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 300 × H 300 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 2,7 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Sole PT1 D30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sole valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 300 × H 300 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 2,7 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sole PT1 D30 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sole PT1 D30 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-098","<p>La Ideal Lux Sole PT1 D40 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 400 × H 380 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 3,9 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Sole PT1 D40 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sole valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 400 × H 380 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 3,9 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sole PT1 D40 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sole PT1 D40 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-099","<p>La Ideal Lux Sole PT1 D50 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 500 × H 480 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 4,5 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Sole PT1 D50 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Sole valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 500 × H 480 mm, base D 185 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in materiale plastico e peso netto 4,5 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Sole PT1 D50 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Sole PT1 D50 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-100","<p>La Ideal Lux Style PT H030 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 138,5 × H 300 × P 123 mm, base 138,5 × 64 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 0,62 kg. Le configurazioni disponibili comprendono Antracite 3000K, Bianco 3000K, Coffee 3000K, Grigio 3000K e Nero 3000K, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Style PT H030 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Style valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 138,5 × H 300 × P 123 mm, base 138,5 × 64 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 0,62 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite 3000K, Bianco 3000K, Coffee 3000K, Grigio 3000K e Nero 3000K, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Style PT H030 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Style PT H030 LED: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-101","<p>La Ideal Lux Style PT H050 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 138,5 × H 500 × P 123 mm, base 138,5 × 64 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 1,02 kg. Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p>","<p>La Ideal Lux Style PT H050 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Style valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 138,5 × H 500 × P 123 mm, base 138,5 × 64 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 1,02 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Style PT H050 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Style PT H050 LED: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-102","<p>La Ideal Lux Style PT H100 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 138,5 × H 1000 × P 123 mm, base 138,5 × 63 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 1,68 kg. Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p>","<p>La Ideal Lux Style PT H100 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Style valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 138,5 × H 1000 × P 123 mm, base 138,5 × 63 mm, sorgente LED integrata da 8,5W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 1,68 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee, Grigio e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Style PT H100 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Style PT H100 LED: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-103","<p>La Ideal Lux Tesla PT4 H60 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 205 × H 600 mm, base D 85 mm, 4 luci con attacco G9 e potenza G9 max 4 × 15W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 2,56 kg. Le configurazioni disponibili comprendono Antracite, Bianco, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Tesla PT4 H60 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Tesla valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 205 × H 600 mm, base D 85 mm, 4 luci con attacco G9 e potenza G9 max 4 × 15W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 2,56 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Bianco, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Tesla PT4 H60 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Tesla PT4 H60 G9: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-104","<p>La Ideal Lux Tesla PT4 H80 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 205 × H 800 mm, base D 85 mm, 4 luci con attacco G9 e potenza G9 max 4 × 15W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 3 kg. Le configurazioni disponibili comprendono Antracite, Bianco, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Tesla PT4 H80 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Tesla valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 205 × H 800 mm, base D 85 mm, 4 luci con attacco G9 e potenza G9 max 4 × 15W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 3 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Bianco, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Tesla PT4 H80 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Tesla PT4 H80 G9: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-105","<p>La Ideal Lux Tifone PT H35 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 85 × H 350 × P 85 mm, base 85 × 85 mm, sorgente LED 8,5W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in alluminio, metallo e vetro e peso netto 1,01 kg. Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Tifone PT H35 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Tifone valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 85 × H 350 × P 85 mm, base 85 × 85 mm, sorgente LED 8,5W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in alluminio, metallo e vetro e peso netto 1,01 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Tifone PT H35 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Tifone PT H35 LED in Antracite: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-106","<p>La Ideal Lux Tifone PT H65 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 85 × H 655 × P 85 mm, base 85 × 85 mm, sorgente LED 8,5W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in alluminio, metallo e vetro e peso netto 1,25 kg. Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Tifone PT H65 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Tifone valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 85 × H 655 × P 85 mm, base 85 × 85 mm, sorgente LED 8,5W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in alluminio, metallo e vetro e peso netto 1,25 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Tifone PT H65 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Tifone PT H65 LED in Antracite: design elegante per soggiorno, camera e ambienti moderni."
